MSFT (MICROSOFT CORP),46.26,-1.07,
Aug 11 2015 @ 11:59 ET,Bid,46.25,Ask,46.26,Size,38x6,Vol,8739000,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
15 Sep 46.00 (MSFT1518I46-Y),1.26,-0.07,1.19,1.21,33,6735,15 Sep 46.00 (MSFT1518U46-Y),1.21,0.0,1.21,1.24,0,4661,
15 Sep 47.00 (MSFT1518I47),0.78,-0.39,0.74,0.77,217,11315,15 Sep 47.00 (MSFT1518U47),1.73,+0.56,1.76,1.80,183,2549,
15 Sep 47.00 (MSFT1518I47-4),0.79,-0.46,0.74,0.77,33,11315,15 Sep 47.00 (MSFT1518U47-4),1.39,+0.20,1.76,1.80,56,2549,
15 Sep 47.00 (MSFT1518I47-8),1.20,0.0,0.74,0.77,0,11315,15 Sep 47.00 (MSFT1518U47-8),1.13,0.0,1.76,1.80,0,2549,
15 Sep 47.00 (MSFT1518I47-A),1.01,-0.17,0.74,0.77,4,11315,15 Sep 47.00 (MSFT1518U47-A),1.42,+0.25,1.76,1.80,100,2549,
15 Sep 47.00 (MSFT1518I47-B),0.78,-0.46,0.74,0.77,32,11315,15 Sep 47.00 (MSFT1518U47-B),1.16,0.0,1.76,1.80,0,2549,
15 Sep 47.00 (MSFT1518I47-E),0.85,-0.32,0.74,0.77,3,11315,15 Sep 47.00 (MSFT1518U47-E),1.14,0.0,1.76,1.80,0,2549,
15 Sep 47.00 (MSFT1518I47-I),0.78,-0.48,0.74,0.77,13,11315,15 Sep 47.00 (MSFT1518U47-I),1.63,+0.46,1.76,1.80,4,2549,
15 Sep 47.00 (MSFT1518I47-J),0.89,0.0,0.74,0.77,0,11315,15 Sep 47.00 (MSFT1518U47-J),1.13,0.0,1.76,1.80,0,2549,
15 Sep 47.00 (MSFT1518I47-O),0.91,-0.29,0.74,0.77,62,11315,15 Sep 47.00 (MSFT1518U47-O),1.63,+0.46,1.76,1.80,3,2549,
15 Sep 47.00 (MSFT1518I47-P),0.85,-0.35,0.74,0.77,33,11315,15 Sep 47.00 (MSFT1518U47-P),1.73,-0.07,1.76,1.80,10,2549,
15 Sep 47.00 (MSFT1518I47-S),0.90,-0.30,0.74,0.77,7,11315,15 Sep 47.00 (MSFT1518U47-S),1.59,0.0,1.76,1.80,0,2549,
15 Sep 47.00 (MSFT1518I47-X),1.00,-0.17,0.74,0.77,5,11315,15 Sep 47.00 (MSFT1518U47-X),1.52,+0.34,1.76,1.80,10,2549,
15 Sep 47.00 (MSFT1518I47-Y),1.01,+0.18,0.74,0.77,25,11315,15 Sep 47.00 (MSFT1518U47-Y),1.41,0.0,1.76,1.80,0,2549,
15 Sep 48.00 (MSFT1518I48),0.44,-0.27,0.43,0.45,597,10684,15 Sep 48.00 (MSFT1518U48),2.29,+0.54,2.42,2.49,25,585,
15 Sep 48.00 (MSFT1518I48-4),0.44,-0.32,0.43,0.46,31,10684,15 Sep 48.00 (MSFT1518U48-4),2.29,-0.09,2.42,2.49,1,585,
15 Sep 48.00 (MSFT1518I48-8),0.45,-0.27,0.43,0.46,10,10684,15 Sep 48.00 (MSFT1518U48-8),2.31,0.0,2.42,2.49,0,585,
15 Sep 48.00 (MSFT1518I48-A),0.51,-0.21,0.43,0.46,15,10684,15 Sep 48.00 (MSFT1518U48-A),2.31,0.0,2.42,2.49,0,585,
15 Sep 48.00 (MSFT1518I48-B),0.50,-0.20,0.43,0.46,26,10684,15 Sep 48.00 (MSFT1518U48-B),2.33,0.0,2.42,2.49,0,585,
15 Sep 48.00 (MSFT1518I48-E),0.45,-0.29,0.43,0.46,83,10684,15 Sep 48.00 (MSFT1518U48-E),1.75,0.0,2.42,2.49,0,585,
15 Sep 48.00 (MSFT1518I48-I),0.45,-0.30,0.43,0.45,154,10684,15 Sep 48.00 (MSFT1518U48-I),2.29,-0.07,2.42,2.49,5,585,
15 Sep 48.00 (MSFT1518I48-J),0.54,0.0,0.43,0.46,0,10684,15 Sep 48.00 (MSFT1518U48-J),2.26,0.0,2.42,2.49,0,585,
15 Sep 48.00 (MSFT1518I48-O),0.50,-0.23,0.43,0.45,51,10684,15 Sep 48.00 (MSFT1518U48-O),2.37,0.0,2.42,2.49,0,585,
15 Sep 48.00 (MSFT1518I48-P),0.51,-0.20,0.43,0.45,205,10684,15 Sep 48.00 (MSFT1518U48-P),2.29,-0.01,2.42,2.49,9,585,
15 Sep 48.00 (MSFT1518I48-S),0.58,-0.16,0.43,0.45,19,10684,15 Sep 48.00 (MSFT1518U48-S),1.99,0.0,2.42,2.49,0,585,
15 Sep 48.00 (MSFT1518I48-X),0.48,-0.22,0.43,0.46,3,10684,15 Sep 48.00 (MSFT1518U48-X),2.09,-0.22,2.42,2.49,10,585,
15 Sep 48.00 (MSFT1518I48-Y),1.16,0.0,0.43,0.45,0,10684,15 Sep 48.00 (MSFT1518U48-Y),2.31,0.0,2.42,2.49,0,585,
15 Sep 49.00 (MSFT1518I49),0.25,-0.17,0.24,0.25,69,5176,15 Sep 49.00 (MSFT1518U49),3.10,+0.66,3.20,3.35,15,2442,
15 Sep 49.00 (MSFT1518I49-4),0.27,-0.15,0.23,0.25,50,5176,15 Sep 49.00 (MSFT1518U49-4),3.55,0.0,3.20,3.35,0,2442,
15 Sep 49.00 (MSFT1518I49-8),0.31,+0.03,0.24,0.25,1,5176,15 Sep 49.00 (MSFT1518U49-8),2.78,+0.34,3.20,3.35,5,2442,
15 Sep 49.00 (MSFT1518I49-A),0.68,0.0,0.23,0.26,0,5176,15 Sep 49.00 (MSFT1518U49-A),3.10,+0.12,3.20,3.35,10,2442,
15 Sep 49.00 (MSFT1518I49-B),0.25,-0.18,0.23,0.25,1,5176,15 Sep 49.00 (MSFT1518U49-B),3.06,0.0,3.20,3.35,0,2442,
15 Sep 49.00 (MSFT1518I49-E),0.31,-0.11,0.23,0.26,17,5176,15 Sep 49.00 (MSFT1518U49-E),3.05,0.0,3.20,3.35,0,2442,
15 Sep 49.00 (MSFT1518I49-I),0.44,0.0,0.24,0.25,0,5176,15 Sep 49.00 (MSFT1518U49-I),2.99,0.0,3.20,3.35,0,2442,
15 Sep 49.00 (MSFT1518I49-J),0.61,0.0,0.23,0.25,0,5176,15 Sep 49.00 (MSFT1518U49-J),2.99,0.0,3.20,3.30,0,2442,
15 Sep 49.00 (MSFT1518I49-O),0.41,0.0,0.24,0.25,0,5176,15 Sep 49.00 (MSFT1518U49-O),2.71,0.0,3.20,3.30,0,2442,
15 Sep 49.00 (MSFT1518I49-P),0.33,0.0,0.24,0.25,0,5176,15 Sep 49.00 (MSFT1518U49-P),3.03,0.0,3.20,3.35,0,2442,
15 Sep 49.00 (MSFT1518I49-S),0.62,0.0,0.24,0.25,0,5176,15 Sep 49.00 (MSFT1518U49-S),4.05,0.0,3.20,3.30,0,2442,
15 Sep 49.00 (MSFT1518I49-X),0.40,0.0,0.23,0.26,0,5176,15 Sep 49.00 (MSFT1518U49-X),3.05,0.0,3.20,3.35,0,2442,
15 Sep 49.00 (MSFT1518I49-Y),0.33,0.0,0.24,0.25,0,5176,15 Sep 49.00 (MSFT1518U49-Y),2.90,0.0,3.20,3.35,0,2442,
15 Sep 50.00 (MSFT1518I50),0.14,-0.07,0.12,0.14,57,15192,15 Sep 50.00 (MSFT1518U50),4.10,+0.89,4.00,4.20,44,1466,
15 Sep 50.00 (MSFT1518I50-4),0.14,-0.07,0.12,0.14,7,15192,15 Sep 50.00 (MSFT1518U50-4),3.21,0.0,4.00,4.20,0,1466,
15 Sep 50.00 (MSFT1518I50-8),0.20,0.0,0.12,0.14,0,15192,15 Sep 50.00 (MSFT1518U50-8),4.10,+0.50,4.00,4.20,1,1466,
15 Sep 50.00 (MSFT1518I50-A),0.21,0.0,0.12,0.14,0,15192,15 Sep 50.00 (MSFT1518U50-A),3.80,0.0,4.00,4.20,0,1466,
15 Sep 50.00 (MSFT1518I50-B),0.21,0.0,0.12,0.14,0,15192,15 Sep 50.00 (MSFT1518U50-B),2.72,0.0,4.00,4.20,0,1466,
15 Sep 50.00 (MSFT1518I50-E),0.14,-0.09,0.12,0.14,46,15192,15 Sep 50.00 (MSFT1518U50-E),2.74,0.0,4.00,4.20,0,1466,
15 Sep 50.00 (MSFT1518I50-I),0.21,0.0,0.12,0.14,0,15192,15 Sep 50.00 (MSFT1518U50-I),4.10,+0.95,4.00,4.20,3,1466,
15 Sep 50.00 (MSFT1518I50-J),0.23,0.0,0.12,0.14,0,15192,15 Sep 50.00 (MSFT1518U50-J),0.0,0.0,4.00,4.20,0,1466,
15 Sep 50.00 (MSFT1518I50-O),0.21,0.0,0.12,0.14,0,15192,15 Sep 50.00 (MSFT1518U50-O),3.00,0.0,4.00,4.20,0,1466,
15 Sep 50.00 (MSFT1518I50-P),0.17,0.0,0.12,0.14,0,15192,15 Sep 50.00 (MSFT1518U50-P),4.10,+0.90,4.00,4.20,40,1466,
15 Sep 50.00 (MSFT1518I50-S),0.42,0.0,0.12,0.14,0,15192,15 Sep 50.00 (MSFT1518U50-S),4.50,0.0,4.00,4.20,0,1466,
15 Sep 50.00 (MSFT1518I50-X),0.14,-0.04,0.12,0.14,4,15192,15 Sep 50.00 (MSFT1518U50-X),3.29,0.0,4.00,4.20,0,1466,
15 Sep 50.00 (MSFT1518I50-Y),0.40,0.0,0.12,0.14,0,15192,15 Sep 50.00 (MSFT1518U50-Y),3.60,0.0,4.00,4.20,0,1466,
15 Sep 52.50 (MSFT1518I52.5),0.04,0.0,0.02,0.04,15,3049,15 Sep 52.50 (MSFT1518U52.5),6.60,0.0,5.85,6.60,0,404,
15 Sep 52.50 (MSFT1518I52.5-4),0.06,0.0,0.02,0.04,0,3049,15 Sep 52.50 (MSFT1518U52.5-4),0.0,0.0,5.85,6.60,0,404,
15 Sep 52.50 (MSFT1518I52.5-8),0.06,0.0,0.02,0.04,0,3049,15 Sep 52.50 (MSFT1518U52.5-8),6.45,0.0,5.85,6.60,0,404,
15 Sep 52.50 (MSFT1518I52.5-A),0.06,0.0,0.02,0.04,0,3049,15 Sep 52.50 (MSFT1518U52.5-A),6.60,0.0,0.0,0.0,0,404,
15 Sep 52.50 (MSFT1518I52.5-B),0.06,0.0,0.02,0.04,0,3049,15 Sep 52.50 (MSFT1518U52.5-B),0.0,0.0,5.85,6.60,0,404,
15 Sep 52.50 (MSFT1518I52.5-E),0.06,0.0,0.02,0.04,0,3049,15 Sep 52.50 (MSFT1518U52.5-E),0.0,0.0,5.85,6.60,0,404,
15 Sep 52.50 (MSFT1518I52.5-I),0.07,0.0,0.02,0.04,0,3049,15 Sep 52.50 (MSFT1518U52.5-I),6.46,0.0,5.85,6.60,0,404,
15 Sep 52.50 (MSFT1518I52.5-J),0.06,0.0,0.02,0.04,0,3049,15 Sep 52.50 (MSFT1518U52.5-J),0.0,0.0,5.85,6.60,0,404,
15 Sep 52.50 (MSFT1518I52.5-O),0.04,-0.01,0.02,0.04,15,3049,15 Sep 52.50 (MSFT1518U52.5-O),7.20,0.0,5.85,6.60,0,404,
15 Sep 52.50 (MSFT1518I52.5-P),0.02,0.0,0.02,0.04,0,3049,15 Sep 52.50 (MSFT1518U52.5-P),5.75,0.0,0.0,0.0,0,404,
15 Sep 52.50 (MSFT1518I52.5-S),0.08,0.0,0.02,0.04,0,3049,15 Sep 52.50 (MSFT1518U52.5-S),0.0,0.0,5.85,6.60,0,404,
15 Sep 52.50 (MSFT1518I52.5-X),0.04,0.0,0.02,0.04,0,3049,15 Sep 52.50 (MSFT1518U52.5-X),0.0,0.0,5.85,6.60,0,404,
15 Sep 52.50 (MSFT1518I52.5-Y),0.08,0.0,0.02,0.04,0,3049,15 Sep 52.50 (MSFT1518U52.5-Y),0.0,0.0,5.85,6.60,0,404,
15 Sep 55.00 (MSFT1518I55),0.02,0.0,0.0,0.03,0,836,15 Sep 55.00 (MSFT1518U55),8.56,0.0,8.80,9.10,0,88,
15 Sep 55.00 (MSFT1518I55-4),0.02,0.0,0.0,0.03,0,836,15 Sep 55.00 (MSFT1518U55-4),10.25,0.0,8.80,9.10,0,88,
15 Sep 55.00 (MSFT1518I55-8),0.02,0.0,0.0,0.03,0,836,15 Sep 55.00 (MSFT1518U55-8),8.56,0.0,8.80,9.10,0,88,
15 Sep 55.00 (MSFT1518I55-A),0.04,0.0,0.0,0.03,0,836,15 Sep 55.00 (MSFT1518U55-A),8.70,0.0,8.80,9.10,0,88,
15 Sep 55.00 (MSFT1518I55-B),0.09,0.0,0.0,0.03,0,836,15 Sep 55.00 (MSFT1518U55-B),0.0,0.0,8.80,9.10,0,88,
15 Sep 55.00 (MSFT1518I55-E),0.05,0.0,0.0,0.03,0,836,15 Sep 55.00 (MSFT1518U55-E),0.0,0.0,8.80,9.10,0,88,
15 Sep 55.00 (MSFT1518I55-I),0.05,0.0,0.0,0.03,0,836,15 Sep 55.00 (MSFT1518U55-I),8.75,0.0,8.80,9.10,0,88,
15 Sep 55.00 (MSFT1518I55-J),0.0,0.0,0.0,0.03,0,836,15 Sep 55.00 (MSFT1518U55-J),0.0,0.0,8.80,9.05,0,88,
15 Sep 55.00 (MSFT1518I55-O),0.13,0.0,0.0,0.03,0,836,15 Sep 55.00 (MSFT1518U55-O),8.60,0.0,8.80,9.10,0,88,
15 Sep 55.00 (MSFT1518I55-P),0.03,0.0,0.0,0.03,0,836,15 Sep 55.00 (MSFT1518U55-P),0.0,0.0,8.80,9.10,0,88,
15 Sep 55.00 (MSFT1518I55-S),0.04,0.0,0.0,0.03,0,836,15 Sep 55.00 (MSFT1518U55-S),8.35,0.0,8.80,9.10,0,88,
15 Sep 55.00 (MSFT1518I55-X),0.01,0.0,0.0,0.03,0,836,15 Sep 55.00 (MSFT1518U55-X),0.0,0.0,8.80,9.10,0,88,
15 Sep 55.00 (MSFT1518I55-Y),0.02,0.0,0.0,0.03,0,836,15 Sep 55.00 (MSFT1518U55-Y),0.0,0.0,8.80,9.05,0,88,
15 Sep 57.50 (MSFT1518I57.5),0.0,0.0,0.0,0.0,0,0,15 Sep 57.50 (MSFT1518U57.5),0.0,0.0,0.0,0.0,0,0,
15 Sep 57.50 (MSFT1518I57.5-4),0.0,0.0,0.0,0.0,0,0,15 Sep 57.50 (MSFT1518U57.5-4),0.0,0.0,0.0,0.0,0,0,
15 Sep 57.50 (MSFT1518I57.5-8),0.0,0.0,0.0,0.0,0,0,15 Sep 57.50 (MSFT1518U57.5-8),0.0,0.0,0.0,0.0,0,0,
15 Sep 57.50 (MSFT1518I57.5-A),0.0,0.0,0.0,0.0,0,0,15 Sep 57.50 (MSFT1518U57.5-A),0.0,0.0,0.0,0.0,0,0,
15 Sep 57.50 (MSFT1518I57.5-B),0.0,0.0,0.0,0.0,0,0,15 Sep 57.50 (MSFT1518U57.5-B),0.0,0.0,0.0,0.0,0,0,
15 Sep 57.50 (MSFT1518I57.5-E),0.0,0.0,0.0,0.0,0,0,15 Sep 57.50 (MSFT1518U57.5-E),0.0,0.0,0.0,0.0,0,0,
15 Sep 57.50 (MSFT1518I57.5-I),0.0,0.0,0.0,0.0,0,0,15 Sep 57.50 (MSFT1518U57.5-I),0.0,0.0,0.0,0.0,0,0,
15 Sep 57.50 (MSFT1518I57.5-J),0.0,0.0,0.0,0.0,0,0,15 Sep 57.50 (MSFT1518U57.5-J),0.0,0.0,0.0,0.0,0,0,
15 Sep 57.50 (MSFT1518I57.5-O),0.0,0.0,0.0,0.0,0,0,15 Sep 57.50 (MSFT1518U57.5-O),0.0,0.0,0.0,0.0,0,0,
15 Sep 57.50 (MSFT1518I57.5-P),0.0,0.0,0.0,0.0,0,0,15 Sep 57.50 (MSFT1518U57.5-P),0.0,0.0,0.0,0.0,0,0,
15 Sep 57.50 (MSFT1518I57.5-S),0.0,0.0,0.0,0.0,0,0,15 Sep 57.50 (MSFT1518U57.5-S),0.0,0.0,0.0,0.0,0,0,
15 Sep 57.50 (MSFT1518I57.5-X),0.0,0.0,0.0,0.0,0,0,15 Sep 57.50 (MSFT1518U57.5-X),0.0,0.0,0.0,0.0,0,0,
15 Sep 57.50 (MSFT1518I57.5-Y),0.0,0.0,0.0,0.0,0,0,15 Sep 57.50 (MSFT1518U57.5-Y),0.0,0.0,0.0,0.0,0,0,
15 Sep 60.00 (MSFT1518I60),0.01,0.0,0.0,0.02,0,117,15 Sep 60.00 (MSFT1518U60),0.0,0.0,12.95,14.70,0,0,
15 Sep 60.00 (MSFT1518I60-4),0.01,0.0,0.0,0.02,0,117,15 Sep 60.00 (MSFT1518U60-4),0.0,0.0,12.95,14.70,0,0,
15 Sep 60.00 (MSFT1518I60-8),0.0,0.0,0.0,0.02,0,117,15 Sep 60.00 (MSFT1518U60-8),0.0,0.0,12.70,14.95,0,0,
15 Sep 60.00 (MSFT1518I60-A),0.04,0.0,0.0,0.0,0,117,15 Sep 60.00 (MSFT1518U60-A),0.0,0.0,12.95,14.70,0,0,
15 Sep 60.00 (MSFT1518I60-B),0.0,0.0,0.0,0.02,0,117,15 Sep 60.00 (MSFT1518U60-B),0.0,0.0,12.70,14.95,0,0,
15 Sep 60.00 (MSFT1518I60-E),0.04,0.0,0.0,0.02,0,117,15 Sep 60.00 (MSFT1518U60-E),0.0,0.0,12.95,14.70,0,0,
15 Sep 60.00 (MSFT1518I60-I),0.03,0.0,0.0,0.02,0,117,15 Sep 60.00 (MSFT1518U60-I),0.0,0.0,12.95,14.70,0,0,
15 Sep 60.00 (MSFT1518I60-J),0.0,0.0,0.0,0.02,0,117,15 Sep 60.00 (MSFT1518U60-J),0.0,0.0,12.95,14.70,0,0,
15 Sep 60.00 (MSFT1518I60-O),0.04,0.0,0.0,0.02,0,117,15 Sep 60.00 (MSFT1518U60-O),0.0,0.0,12.95,14.70,0,0,
15 Sep 60.00 (MSFT1518I60-P),0.04,0.0,0.0,0.0,0,117,15 Sep 60.00 (MSFT1518U60-P),0.0,0.0,12.95,14.70,0,0,
15 Sep 60.00 (MSFT1518I60-S),0.0,0.0,0.0,0.02,0,117,15 Sep 60.00 (MSFT1518U60-S),0.0,0.0,12.70,14.95,0,0,
15 Sep 60.00 (MSFT1518I60-X),0.04,0.0,0.0,0.02,0,117,15 Sep 60.00 (MSFT1518U60-X),0.0,0.0,12.95,14.70,0,0,
15 Sep 60.00 (MSFT1518I60-Y),0.0,0.0,0.0,0.02,0,117,15 Sep 60.00 (MSFT1518U60-Y),0.0,0.0,12.95,14.70,0,0,
15 Sep 39.00 (MSFT1525I39),0.0,0.0,7.20,7.50,0,0,15 Sep 39.00 (MSFT1525U39),0.08,0.0,0.03,0.09,0,56,
15 Sep 39.00 (MSFT1525I39-4),0.0,0.0,7.20,7.50,0,0,15 Sep 39.00 (MSFT1525U39-4),0.08,0.0,0.03,0.09,0,56,
15 Sep 39.00 (MSFT1525I39-8),0.0,0.0,7.15,7.50,0,0,15 Sep 39.00 (MSFT1525U39-8),0.0,0.0,0.03,0.09,0,56,
15 Sep 39.00 (MSFT1525I39-A),0.0,0.0,7.20,7.50,0,0,15 Sep 39.00 (MSFT1525U39-A),0.0,0.0,0.03,0.09,0,56,
15 Sep 39.00 (MSFT1525I39-B),0.0,0.0,7.20,7.50,0,0,15 Sep 39.00 (MSFT1525U39-B),0.0,0.0,0.03,0.09,0,56,
15 Sep 39.00 (MSFT1525I39-E),0.0,0.0,7.20,7.50,0,0,15 Sep 39.00 (MSFT1525U39-E),0.09,0.0,0.03,0.09,0,56,
15 Sep 39.00 (MSFT1525I39-I),0.0,0.0,7.20,7.50,0,0,15 Sep 39.00 (MSFT1525U39-I),0.0,0.0,0.03,0.09,0,56,
15 Sep 39.00 (MSFT1525I39-J),0.0,0.0,7.20,7.50,0,0,15 Sep 39.00 (MSFT1525U39-J),0.0,0.0,0.03,0.09,0,56,
15 Sep 39.00 (MSFT1525I39-O),0.0,0.0,7.20,7.50,0,0,15 Sep 39.00 (MSFT1525U39-O),0.0,0.0,0.03,0.09,0,56,
15 Sep 39.00 (MSFT1525I39-P),0.0,0.0,7.20,7.50,0,0,15 Sep 39.00 (MSFT1525U39-P),0.0,0.0,0.03,0.09,0,56,
15 Sep 39.00 (MSFT1525I39-S),0.0,0.0,7.15,7.50,0,0,15 Sep 39.00 (MSFT1525U39-S),0.0,0.0,0.03,0.09,0,56,
15 Sep 39.00 (MSFT1525I39-X),0.0,0.0,7.20,7.50,0,0,15 Sep 39.00 (MSFT1525U39-X),0.0,0.0,0.03,0.09,0,56,
15 Sep 39.00 (MSFT1525I39-Y),0.0,0.0,7.20,7.50,0,0,15 Sep 39.00 (MSFT1525U39-Y),0.0,0.0,0.03,0.09,0,56,
15 Sep 40.00 (MSFT1525I40),0.0,0.0,6.15,6.70,0,0,15 Sep 40.00 (MSFT1525U40),0.0,0.0,0.06,0.12,0,0,
15 Sep 40.00 (MSFT1525I40-4),0.0,0.0,6.15,6.70,0,0,15 Sep 40.00 (MSFT1525U40-4),0.0,0.0,0.06,0.12,0,0,
15 Sep 40.00 (MSFT1525I40-8),0.0,0.0,6.15,6.70,0,0,15 Sep 40.00 (MSFT1525U40-8),0.0,0.0,0.06,0.12,0,0,
15 Sep 40.00 (MSFT1525I40-A),0.0,0.0,6.15,6.70,0,0,15 Sep 40.00 (MSFT1525U40-A),0.0,0.0,0.06,0.12,0,0,
15 Sep 40.00 (MSFT1525I40-B),0.0,0.0,6.15,6.70,0,0,15 Sep 40.00 (MSFT1525U40-B),0.0,0.0,0.06,0.12,0,0,
15 Sep 40.00 (MSFT1525I40-E),0.0,0.0,6.15,6.70,0,0,15 Sep 40.00 (MSFT1525U40-E),0.0,0.0,0.06,0.12,0,0,
15 Sep 40.00 (MSFT1525I40-I),0.0,0.0,6.15,6.70,0,0,15 Sep 40.00 (MSFT1525U40-I),0.0,0.0,0.06,0.12,0,0,
15 Sep 40.00 (MSFT1525I40-J),0.0,0.0,6.15,6.70,0,0,15 Sep 40.00 (MSFT1525U40-J),0.0,0.0,0.06,0.12,0,0,
15 Sep 40.00 (MSFT1525I40-O),0.0,0.0,6.15,6.70,0,0,15 Sep 40.00 (MSFT1525U40-O),0.0,0.0,0.06,0.12,0,0,
15 Sep 40.00 (MSFT1525I40-P),0.0,0.0,5.90,6.75,0,0,15 Sep 40.00 (MSFT1525U40-P),0.0,0.0,0.06,0.12,0,0,
15 Sep 40.00 (MSFT1525I40-S),0.0,0.0,6.15,6.70,0,0,15 Sep 40.00 (MSFT1525U40-S),0.0,0.0,0.06,0.12,0,0,
15 Sep 40.00 (MSFT1525I40-X),0.0,0.0,6.15,6.70,0,0,15 Sep 40.00 (MSFT1525U40-X),0.0,0.0,0.06,0.12,0,0,
15 Sep 40.00 (MSFT1525I40-Y),0.0,0.0,6.15,6.70,0,0,15 Sep 40.00 (MSFT1525U40-Y),0.0,0.0,0.06,0.12,0,0,
15 Sep 40.50 (MSFT1525I40.5),0.0,0.0,5.65,6.60,0,0,15 Sep 40.50 (MSFT1525U40.5),0.11,0.0,0.11,0.13,10,0,
15 Sep 40.50 (MSFT1525I40.5-4),0.0,0.0,5.65,6.60,0,0,15 Sep 40.50 (MSFT1525U40.5-4),0.0,0.0,0.11,0.13,0,0,
15 Sep 40.50 (MSFT1525I40.5-8),0.0,0.0,5.65,6.60,0,0,15 Sep 40.50 (MSFT1525U40.5-8),0.0,0.0,0.11,0.14,0,0,
15 Sep 40.50 (MSFT1525I40.5-A),0.0,0.0,5.65,6.60,0,0,15 Sep 40.50 (MSFT1525U40.5-A),0.11,0.0,0.11,0.14,10,0,
15 Sep 40.50 (MSFT1525I40.5-B),0.0,0.0,5.65,6.60,0,0,15 Sep 40.50 (MSFT1525U40.5-B),0.0,0.0,0.11,0.13,0,0,
15 Sep 40.50 (MSFT1525I40.5-E),0.0,0.0,5.65,6.60,0,0,15 Sep 40.50 (MSFT1525U40.5-E),0.0,0.0,0.11,0.13,0,0,
15 Sep 40.50 (MSFT1525I40.5-I),0.0,0.0,5.65,6.60,0,0,15 Sep 40.50 (MSFT1525U40.5-I),0.0,0.0,0.11,0.13,0,0,
15 Sep 40.50 (MSFT1525I40.5-J),0.0,0.0,5.65,6.60,0,0,15 Sep 40.50 (MSFT1525U40.5-J),0.0,0.0,0.11,0.13,0,0,
15 Sep 40.50 (MSFT1525I40.5-O),0.0,0.0,5.65,6.60,0,0,15 Sep 40.50 (MSFT1525U40.5-O),0.0,0.0,0.11,0.13,0,0,
15 Sep 40.50 (MSFT1525I40.5-P),0.0,0.0,5.40,6.65,0,0,15 Sep 40.50 (MSFT1525U40.5-P),0.0,0.0,0.11,0.13,0,0,
15 Sep 40.50 (MSFT1525I40.5-S),0.0,0.0,5.65,6.60,0,0,15 Sep 40.50 (MSFT1525U40.5-S),0.0,0.0,0.11,0.13,0,0,
15 Sep 40.50 (MSFT1525I40.5-X),0.0,0.0,5.80,6.60,0,0,15 Sep 40.50 (MSFT1525U40.5-X),0.0,0.0,0.11,0.14,0,0,
15 Sep 40.50 (MSFT1525I40.5-Y),0.0,0.0,5.65,6.60,0,0,15 Sep 40.50 (MSFT1525U40.5-Y),0.0,0.0,0.11,0.13,0,0,
15 Sep 41.00 (MSFT1525I41),5.64,0.0,5.15,6.10,0,1,15 Sep 41.00 (MSFT1525U41),0.0,0.0,0.10,0.17,0,0,
15 Sep 41.00 (MSFT1525I41-4),0.0,0.0,5.15,6.10,0,1,15 Sep 41.00 (MSFT1525U41-4),0.0,0.0,0.10,0.17,0,0,
15 Sep 41.00 (MSFT1525I41-8),0.0,0.0,5.15,6.10,0,1,15 Sep 41.00 (MSFT1525U41-8),0.0,0.0,0.10,0.17,0,0,
15 Sep 41.00 (MSFT1525I41-A),0.0,0.0,5.15,6.10,0,1,15 Sep 41.00 (MSFT1525U41-A),0.0,0.0,0.10,0.17,0,0,
15 Sep 41.00 (MSFT1525I41-B),0.0,0.0,5.15,6.10,0,1,15 Sep 41.00 (MSFT1525U41-B),0.0,0.0,0.10,0.17,0,0,
15 Sep 41.00 (MSFT1525I41-E),0.0,0.0,5.15,6.10,0,1,15 Sep 41.00 (MSFT1525U41-E),0.0,0.0,0.10,0.17,0,0,
15 Sep 41.00 (MSFT1525I41-I),5.64,0.0,5.15,6.10,0,1,15 Sep 41.00 (MSFT1525U41-I),0.0,0.0,0.10,0.17,0,0,
15 Sep 41.00 (MSFT1525I41-J),0.0,0.0,5.15,6.10,0,1,15 Sep 41.00 (MSFT1525U41-J),0.0,0.0,0.10,0.17,0,0,
15 Sep 41.00 (MSFT1525I41-O),0.0,0.0,5.15,6.10,0,1,15 Sep 41.00 (MSFT1525U41-O),0.0,0.0,0.10,0.17,0,0,
15 Sep 41.00 (MSFT1525I41-P),0.0,0.0,4.80,6.15,0,1,15 Sep 41.00 (MSFT1525U41-P),0.0,0.0,0.10,0.17,0,0,
15 Sep 41.00 (MSFT1525I41-S),0.0,0.0,5.15,6.10,0,1,15 Sep 41.00 (MSFT1525U41-S),0.0,0.0,0.10,0.17,0,0,
15 Sep 41.00 (MSFT1525I41-X),0.0,0.0,5.30,6.10,0,1,15 Sep 41.00 (MSFT1525U41-X),0.0,0.0,0.10,0.17,0,0,
15 Sep 41.00 (MSFT1525I41-Y),0.0,0.0,5.15,6.10,0,1,15 Sep 41.00 (MSFT1525U41-Y),0.0,0.0,0.10,0.17,0,0,
15 Sep 41.50 (MSFT1525I41.5),0.0,0.0,4.75,5.50,0,0,15 Sep 41.50 (MSFT1525U41.5),0.0,0.0,0.17,0.20,0,0,
15 Sep 41.50 (MSFT1525I41.5-4),0.0,0.0,4.75,5.50,0,0,15 Sep 41.50 (MSFT1525U41.5-4),0.0,0.0,0.17,0.20,0,0,
